id_municipio,ano,populacao_total,id_municipio_nome,pib,impostos_liquidos,valor_adicionado_precos_correntes_total,valor_adicionado_correntes_agropecuaria,valor_adicionado_correntes_industria,valor_adicionado_correntes_servicos,valor_adicionado_correntes_adm_defesa_edu_saude_seguranca_social,NM_UF,NM_UF_SIGLA,CD_MUN,AR_MUN_2024,nome_municipio,total_alfabetizados,quantidade_matricula,nome,centroide,nome_mesorregiao,longitude,latitude,pib_per_capita,va_per_capita,taxa_alfabetizacao,taxa_matricula,densidade_populacional,participacao_impostos,taxa_va_agroupecuaria,taxa_va_industria,taxa_va_servicos,taxa_va_addess,cluster_original,cluster_hierarquico
1100031,2016,5693,Cabixi,133342000,5499000,127843000,59081000,4625000,24094000,40043000,Rondônia,RO,1100031.0,1314.352,Cabixi (RO),3822,1435,Cabixi,POINT(-60.639797858914 -13.4748946237262),Leste Rondoniense,-60.639797858914,-13.4748946237262,23422.097312489022,22456.174249077816,0.6713507816616898,0.2520639381696821,4.33141198096096,0.0412398194117382,0.4430786998845075,0.0346852454590451,0.180693254938429,0.3003029803062801,1.0,2.0
1100031,2017,5567,Cabixi,138110000,5293000,132817000,63022000,4771000,21875000,43150000,Rondônia,RO,1100031.0,1314.352,Cabixi (RO),3822,1409,Cabixi,POINT(-60.639797858914 -13.4748946237262),Leste Rondoniense,-60.639797858914,-13.4748946237262,24808.69409017424,23857.912699838333,0.6865457158253997,0.2530986168492904,4.235547250660401,0.0383245239302005,0.4563174281369923,0.0345449279559771,0.158388241256969,0.3124321193251755,1.0,2.0
1100031,2018,5438,Cabixi,140503000,5651000,134852000,62337000,5179000,25172000,42164000,Rondônia,RO,1100031.0,1314.352,Cabixi (RO),3822,1443,Cabixi,POINT(-60.639797858914 -13.4748946237262),Leste Rondoniense,-60.639797858914,-13.4748946237262,25837.256344244208,24798.087532180947,0.7028319235012872,0.2653549098933431,4.137400026781258,0.0402197817840188,0.4436702419165427,0.0368604229091193,0.1791563169469691,0.3000932364433499,1.0,2.0
1100031,2019,5312,Cabixi,139976000,5998000,133978000,61501000,3268000,25553000,43656000,Rondônia,RO,1100031.0,1314.352,Cabixi (RO),3822,1349,Cabixi,POINT(-60.639797858914 -13.4748946237262),Leste Rondoniense,-60.639797858914,-13.4748946237262,26350.90361445783,25221.76204819277,0.7195030120481928,0.253953313253012,4.041535296480699,0.0428502028919243,0.4393681774018403,0.0233468594616219,0.1825527233239984,0.3118820369206149,1.0,2.0
1100031,2020,5188,Cabixi,167153000,7236000,159917000,81177000,5436000,28659000,44645000,Rondônia,RO,1100031.0,1314.352,Cabixi (RO),3822,1416,Cabixi,POINT(-60.639797858914 -13.4748946237262),Leste Rondoniense,-60.639797858914,-13.4748946237262,32219.15959907479,30824.402467232077,0.7367000771010023,0.2729375481881264,3.947192228565864,0.0432896807116833,0.4856448882161852,0.0325211034202198,0.1714536981089181,0.2670906295429935,1.0,2.0
1100049,2016,83710,Cacoal,1947283000,194930000,1752352000,188005000,231791000,847298000,485259000,Rondônia,RO,1100049.0,3793.0,Cacoal (RO),65056,23940,Cacoal,POINT(-61.32465312465 -11.3012180220029),Leste Rondoniense,-61.32465312465,-11.3012180220029,23262.250627165213,20933.6041094254,0.7771592402341417,0.2859873372356946,22.06960189823359,0.100103580219208,0.0965473431442681,0.1190330321786817,0.4351180593678474,0.2491979850899946,3.0,1.0
1100049,2017,84257,Cacoal,2082761000,205529000,1877232000,255060000,224442000,876362000,521368000,Rondônia,RO,1100049.0,3793.0,Cacoal (RO),65056,22796,Cacoal,POINT(-61.32465312465 -11.3012180220029),Leste Rondoniense,-61.32465312465,-11.3012180220029,24719.144996854862,22279.834316436616,0.772113889647151,0.2705531884591191,22.21381492222515,0.0986810296524661,0.1224624428823086,0.1077617643118917,0.4207693537568641,0.2503254093964694,3.0,1.0
1100049,2018,84813,Cacoal,2175840000,224839000,1951001000,212493000,219209000,970704000,548595000,Rondônia,RO,1100049.0,3793.0,Cacoal (RO),65056,22606,Cacoal,POINT(-61.32465312465 -11.3012180220029),Leste Rondoniense,-61.32465312465,-11.3012180220029,25654.557673941494,23003.56077488121,0.7670522207680426,0.2665393276974049,22.36040073820195,0.1033343444370909,0.0976602139863225,0.1007468380027943,0.4461283917935142,0.2521302117802779,3.0,1.0
1100049,2019,85359,Cacoal,2261930000,253987000,2007943000,193077000,178279000,1072272000,564316000,Rondônia,RO,1100049.0,3793.0,Cacoal (RO),65056,22187,Cacoal,POINT(-61.32465312465 -11.3012180220029),Leste Rondoniense,-61.32465312465,-11.3012180220029,26499.021778605653,23523.506601530007,0.7621457608453708,0.2599257254653874,22.5043501186396,0.1122877365789392,0.0853594054634758,0.0788172047764519,0.4740518053166985,0.2494842899647646,3.0,1.0
1100049,2020,85893,Cacoal,2518845000,274443000,2244402000,236215000,275505000,1157094000,575588000,Rondônia,RO,1100049.0,3793.0,Cacoal (RO),65056,22031,Cacoal,POINT(-61.32465312465 -11.3012180220029),Leste Rondoniense,-61.32465312465,-11.3012180220029,29325.381579406938,26130.20851524571,0.7574074720873645,0.2564935442934814,22.645135776430266,0.1089558904974303,0.0937790931954923,0.1093775123121907,0.4593748325125206,0.2285126714823659,3.0,1.0
1100056,2016,16689,Cerejeiras,408194000,58149000,350044000,52891000,22493000,175161000,99499000,Rondônia,RO,1100056.0,2783.297,Cerejeiras (RO),11530,4304,Cerejeiras,POINT(-61.2609481062464 -13.2036606618277),Leste Rondoniense,-61.2609481062464,-13.2036606618277,24458.86512073821,20974.534124273472,0.6908742285337648,0.2578944214752232,5.996126176976442,0.1424543231894638,0.1295731931385566,0.0551037006913379,0.4291121378560194,0.2437541953090932,3.0,1.0
