taxa_va_agroupecuaria,taxa_va_servicos,taxa_va_industria,taxa_va_addess,participacao_impostos,cluster_hierarquico
0.4354701053644306,0.2839382606851532,0.0319920963745739,0.1893688996477507,0.0592280516632269,2.0
0.2889406450702237,0.2967746488813607,0.0279248123838426,0.3619639118262874,0.0243959818382854,2.0
0.0958598854561587,0.3537801484230056,0.0557392917641364,0.4390477534887472,0.0555678793256433,0.0
0.0970792106050244,0.3461561334128581,0.2773315679281617,0.1314984896690565,0.1479345983848991,3.0
0.1457246899098819,0.1976003052615215,0.4083249716172736,0.1223165957687361,0.1260381482685359,3.0
0.1165663686940489,0.2834223788904685,0.0349322582948695,0.5116494959134257,0.0534294982071872,0.0
0.0264643357544328,0.4337123347237209,0.2624329634580387,0.1418933427815266,0.1354956812093687,3.0
0.3174295277216318,0.3060463802134272,0.142916911173415,0.1790658755514985,0.0545467388233248,2.0
0.3051255308318531,0.22855047752619,0.2750429826965724,0.1461340490590082,0.0451469598863761,2.0
0.092001675041876,0.3783838784566105,0.1657725763319521,0.1928377266449205,0.1710041435246407,1.0
0.1079249797724545,0.3442804937438407,0.2892078854833328,0.1804833904050494,0.0781032505953225,3.0
0.032222664815662,0.3198790405275363,0.3334874741674423,0.1159309974916783,0.198479822997681,3.0
0.259776053470595,0.1953194022970844,0.0402277878077824,0.4555083931932547,0.0491683632312833,0.0
0.0419703621613173,0.4195757498259523,0.0348095420769219,0.4270136254493272,0.07663782447466,1.0
0.2080843498444367,0.214272309743691,0.1667786063509309,0.3562743839201936,0.0545903501407476,0.0
0.6401931539133444,0.1169883151770852,0.0100449923364701,0.2013695469453005,0.0314039916277996,2.0
0.150923488649415,0.2837014282338588,0.0413742698092574,0.4852478114885175,0.0387530018189511,0.0
0.3843697977241112,0.2878231587269009,0.0616253525195168,0.239546038478788,0.0266432540496986,2.0
0.1481074042476763,0.1884064478469758,0.0640294553455165,0.5467873018723901,0.0526469399667729,0.0
0.2575193183478824,0.3291023343065824,0.2078597566976734,0.1349197591432226,0.0705958491275055,2.0
0.3103946883068978,0.2056805606787163,0.0453854666174843,0.4136628550350424,0.024876429361859,0.0
0.1065790699330969,0.1973118250110957,0.0441581782217278,0.6127625299310149,0.0391829175410815,0.0
0.2324146246931656,0.3321734636751217,0.1414595983520663,0.2177784476694945,0.0761738656101517,1.0
0.5026956994190663,0.1889497220713002,0.0248359593764366,0.2537823379445814,0.0297362811886153,2.0
0.1441200584607707,0.2481255718342661,0.0360389263180408,0.5277866894806259,0.0439287539062964,0.0
0.5751917714472488,0.1426003288969694,0.0298867246151803,0.230227878614547,0.0221035106176521,2.0
0.1509222911536881,0.4432306848120921,0.2008620541082665,0.1136787294569993,0.0913062404689538,1.0
0.1088777881408179,0.322222924801214,0.0325013041622535,0.4715099827692502,0.0648880001264642,0.0
0.3049892282889386,0.387620379221298,0.0760718209185202,0.1626735244182562,0.0686443337946384,2.0
0.2748074675616553,0.1722873153336729,0.0274190165113421,0.4852536633604027,0.0402325372329267,0.0
0.0225563636681601,0.1714468474079674,0.4930875768213306,0.0876380295265646,0.2252710480524695,3.0
0.0272493409978721,0.455965954203322,0.0531330390319814,0.4115031600342999,0.0521485057325245,1.0
0.1579340410931256,0.310862632704961,0.0619928954910588,0.4014047551770072,0.0678056755338473,0.0
0.1317649117762874,0.3822627522798157,0.1463032295566625,0.2673925408304217,0.0722753154864961,1.0
0.327244586003556,0.1051332233265538,0.0199035521956585,0.5263952313340241,0.0213234071402074,0.0
0.1015394418095804,0.2423493769498494,0.0442176257371107,0.5793855457173943,0.0325140208825491,0.0
0.1171707913229453,0.3275791832162135,0.168423464711274,0.3219650677258376,0.0648742234443426,1.0
0.0405636115421573,0.3693235355398064,0.2669567029160149,0.264434693642733,0.0587183466067935,1.0
0.0577612128414267,0.2176848700912872,0.041916491114352,0.6469327859702191,0.0357226453483138,0.0
0.0061746446699258,0.3364467484898164,0.3200358407057862,0.1171577532603719,0.2201850128740996,3.0
0.0652598106525981,0.309929898099299,0.0423682879236828,0.5394052178940522,0.0430367854303678,0.0
0.3550386483834685,0.2472938154609487,0.1972702834214787,0.132819085148757,0.0675781675853468,2.0
