id_municipio,ano,populacao_total,id_municipio_nome,pib,impostos_liquidos,valor_adicionado_precos_correntes_total,valor_adicionado_correntes_agropecuaria,valor_adicionado_correntes_industria,valor_adicionado_correntes_servicos,valor_adicionado_correntes_adm_defesa_edu_saude_seguranca_social,NM_UF,NM_UF_SIGLA,CD_MUN,AR_MUN_2024,nome_municipio,total_alfabetizados,quantidade_matricula,nome,centroide,nome_mesorregiao,longitude,latitude,pib_per_capita,va_per_capita,taxa_alfabetizacao,taxa_matricula,densidade_populacional,participacao_impostos,taxa_va_agroupecuaria,taxa_va_industria,taxa_va_servicos,taxa_va_addess,cluster_original,cluster_hierarquico
4106456,2018,7475,Coronel Domingos Soares,195888000,11718000,184170000,79161000,29338000,36781000,38890000,Paraná,PR,4106456.0,1513.709,Coronel Domingos Soares (PR),3864,1709,Coronel Domingos Soares,POINT(-51.9236102718097 -26.1823681130289),Centro-Sul Paranaense,-51.9236102718097,-26.1823681130289,26205.752508361205,24638.127090301005,0.5169230769230769,0.22862876254180603,4.938201464085897,0.05981989708404803,0.40411357510414114,0.14976925590133136,0.18776545781262763,0.19853181409785184,1.0,2.0
4106456,2019,7497,Coronel Domingos Soares,192986000,12948000,180037000,75142000,30387000,35626000,38883000,Paraná,PR,4106456.0,1513.709,Coronel Domingos Soares (PR),3864,1653,Coronel Domingos Soares,POINT(-51.9236102718097 -26.1823681130289),Centro-Sul Paranaense,-51.9236102718097,-26.1823681130289,25741.763372015474,24014.53914899293,0.5154061624649859,0.22048819527811125,4.952735301170833,0.0670929497476501,0.3893650316603277,0.15745701760749484,0.18460406454354203,0.20148093644098536,1.0,2.0
4106456,2020,7518,Coronel Domingos Soares,229451000,13150000,216300000,101743000,35030000,36822000,42705000,Paraná,PR,4106456.0,1513.709,Coronel Domingos Soares (PR),3864,1685,Coronel Domingos Soares,POINT(-51.9236102718097 -26.1823681130289),Centro-Sul Paranaense,-51.9236102718097,-26.1823681130289,30520.21814312317,28770.949720670393,0.5139664804469274,0.22412875764831072,4.9666085092973615,0.05731071121938889,0.44341929213644743,0.1526687615220679,0.16047870787226903,0.1861181690208367,1.0,2.0
4106506,2016,21213,Coronel Vivida,623252000,52560000,570692000,139899000,86699000,251584000,92511000,Paraná,PR,4106506.0,684.201,Coronel Vivida (PR),17937,5606,Coronel Vivida,POINT(-52.5643202873207 -25.9925533695226),Sudoeste Paranaense,-52.5643202873207,-25.9925533695226,29380.662801112525,26902.936878329325,0.845566397963513,0.26427190873520956,31.004047056347474,0.0843318593442139,0.22446618703189078,0.1391074557321918,0.4036633657011931,0.14843273667794085,3.0,1.0
4106506,2017,21054,Coronel Vivida,626916000,53839000,573077000,116911000,95374000,261671000,99121000,Paraná,PR,4106506.0,684.201,Coronel Vivida (PR),17937,5543,Coronel Vivida,POINT(-52.5643202873207 -25.9925533695226),Sudoeste Paranaense,-52.5643202873207,-25.9925533695226,29776.57452265603,27219.388239764416,0.8519521231119978,0.2632753870998385,30.771659205408938,0.08587912894231445,0.18648590879798888,0.15213202406702014,0.4173940368406613,0.15810890135201527,3.0,1.0
4106506,2018,20892,Coronel Vivida,686251000,63552000,622699000,127284000,102025000,294571000,98819000,Paraná,PR,4106506.0,684.201,Coronel Vivida (PR),17937,5879,Coronel Vivida,POINT(-52.5643202873207 -25.9925533695226),Sudoeste Paranaense,-52.5643202873207,-25.9925533695226,32847.549301167914,29805.619375837643,0.8585582998276853,0.28139957878613825,30.534886678037594,0.09260751532602503,0.18547732535180278,0.1486700930126149,0.4292467333380935,0.1439983329714638,3.0,1.0
4106506,2019,20734,Coronel Vivida,673493000,66133000,607360000,104932000,98991000,301137000,102300000,Paraná,PR,4106506.0,684.201,Coronel Vivida (PR),17937,5908,Coronel Vivida,POINT(-52.5643202873207 -25.9925533695226),Sudoeste Paranaense,-52.5643202873207,-25.9925533695226,32482.540754316582,29292.948779782,0.8651008006173435,0.2849426063470628,30.30396038590999,0.09819404210585708,0.15580265867648216,0.14698148310375905,0.44712714163324635,0.15189467448065533,3.0,1.0
4106506,2020,20580,Coronel Vivida,729600000,62819000,666782000,178079000,97932000,287974000,102796000,Paraná,PR,4106506.0,684.201,Coronel Vivida (PR),17937,5740,Coronel Vivida,POINT(-52.5643202873207 -25.9925533695226),Sudoeste Paranaense,-52.5643202873207,-25.9925533695226,35451.895043731776,32399.514091350826,0.8715743440233236,0.2789115646258503,30.07888032902612,0.08610060307017543,0.24407757675438596,0.13422697368421052,0.39470120614035087,0.1408936403508772,3.0,1.0
4106555,2016,3504,Corumbataí do Sul,61732000,2997000,58735000,20124000,2994000,16502000,19114000,Paraná,PR,4106555.0,164.341,Corumbataí do Sul (PR),2688,839,Corumbataí do Sul,POINT(-52.1421443034654 -24.1237321781071),Centro Ocidental Paranaense,-52.1421443034654,-24.1237321781071,17617.579908675798,16762.271689497717,0.7671232876712328,0.2394406392694064,21.321520497015353,0.048548564763817796,0.32598976219788767,0.04849996760189205,0.26731678869953995,0.3096287176828873,1.0,2.0
4106555,2017,3409,Corumbataí do Sul,67010000,3298000,63711000,21827000,3064000,17960000,20860000,Paraná,PR,4106555.0,164.341,Corumbataí do Sul (PR),2688,767,Corumbataí do Sul,POINT(-52.1421443034654 -24.1237321781071),Centro Ocidental Paranaense,-52.1421443034654,-24.1237321781071,19656.79084775594,18689.058374889995,0.7885010266940452,0.22499266647110588,20.74345415933942,0.04921653484554544,0.3257275033577078,0.04572451872854798,0.26801969855245483,0.3112968213699448,1.0,2.0
4106555,2018,3313,Corumbataí do Sul,65979000,3723000,62256000,19967000,3338000,19434000,19517000,Paraná,PR,4106555.0,164.341,Corumbataí do Sul (PR),2688,767,Corumbataí do Sul,POINT(-52.1421443034654 -24.1237321781071),Centro Ocidental Paranaense,-52.1421443034654,-24.1237321781071,19915.182613945064,18791.427709025054,0.8113492303048596,0.23151222456987625,20.15930291284585,0.05642704496885373,0.3026265933099926,0.050591854984161626,0.2945482653571591,0.29580624137983297,1.0,2.0
4106555,2019,3219,Corumbataí do Sul,62443000,3852000,58591000,16314000,2784000,19378000,20116000,Paraná,PR,4106555.0,164.341,Corumbataí do Sul (PR),2688,751,Corumbataí do Sul,POINT(-52.1421443034654 -24.1237321781071),Centro Ocidental Paranaense,-52.1421443034654,-24.1237321781071,19398.26032929481,18201.61540851196,0.8350419384902144,0.2333022677850264,19.587321483987562,0.06168825969283987,0.2612622711913265,0.04458466121102445,0.3103310218919655,0.3221498006181638,1.0,2.0
4106555,2020,3127,Corumbataí do Sul,81963000,4115000,77848000,31980000,3575000,21408000,20886000,Paraná,PR,4106555.0,164.341,Corumbataí do Sul (PR),2688,745,Corumbataí do Sul,POINT(-52.1421443034654 -24.1237321781071),Centro Ocidental Paranaense,-52.1421443034654,-24.1237321781071,26211.38471378318,24895.426926766868,0.8596098496961945,0.23824752158618484,19.027509872764554,0.050205580566841136,0.39017605504922953,0.043617241926235006,0.26119102521869625,0.2548222978661103,1.0,2.0
4106571,2016,4289,Cruzeiro do Iguaçu,110310000,7295000,103015000,42148000,11146000,26828000,22893000,Paraná,PR,4106571.0,161.862,Cruzeiro do Iguaçu (PR),3059,1021,Cruzeiro do Iguaçu,POINT(-53.1297328990921 -25.5953914713079),Sudoeste Paranaense,-53.1297328990921,-25.5953914713079,25719.28188388902,24018.419211937515,0.7132198647703427,0.2380508276987643,26.497880910899408,0.06613181035264255,0.3820868461608195,0.10104251654428428,0.24320551173964283,0.2075333152026108,1.0,2.0
4106571,2017,4277,Cruzeiro do Iguaçu,113424000,7669000,105756000,40212000,13466000,26844000,25233000,Paraná,PR,4106571.0,161.862,Cruzeiro do Iguaçu (PR),3059,1091,Cruzeiro do Iguaçu,POINT(-53.1297328990921 -25.5953914713079),Sudoeste Paranaense,-53.1297328990921,-25.5953914713079,26519.523030161326,24726.677577741408,0.7152209492635024,0.2550853401917232,26.423743682890365,0.06761355621385244,0.35452814219212864,0.11872266892368458,0.2366694879390605,0.2224661447312738,1.0,2.0
4106571,2018,4264,Cruzeiro do Iguaçu,114154000,8133000,106021000,40533000,12200000,28161000,25126000,Paraná,PR,4106571.0,161.862,Cruzeiro do Iguaçu (PR),3059,1048,Cruzeiro do Iguaçu,POINT(-53.1297328990921 -25.5953914713079),Sudoeste Paranaense,-53.1297328990921,-25.5953914713079,26771.57598499062,24864.21200750469,0.7174015009380863,0.24577861163227016,26.34342835254723,0.07124586085463497,0.35507297159976875,0.10687317132995777,0.24669306375597877,0.2201061723636491,1.0,2.0
4106571,2019,4252,Cruzeiro do Iguaçu,114728000,8499000,106229000,38764000,11636000,28616000,27213000,Paraná,PR,4106571.0,161.862,Cruzeiro do Iguaçu (PR),3059,1033,Cruzeiro do Iguaçu,POINT(-53.1297328990921 -25.5953914713079),Sudoeste Paranaense,-53.1297328990921,-25.5953914713079,26982.126058325495,24983.301975540922,0.7194261523988711,0.2429444967074318,26.26929112453819,0.07407956209469353,0.3378774144062478,0.10142249494456454,0.24942472630918347,0.23719580224531064,1.0,2.0
4106571,2020,4240,Cruzeiro do Iguaçu,154808000,10356000,144452000,61552000,18392000,36550000,27958000,Paraná,PR,4106571.0,161.862,Cruzeiro do Iguaçu (PR),3059,1036,Cruzeiro do Iguaçu,POINT(-53.1297328990921 -25.5953914713079),Sudoeste Paranaense,-53.1297328990921,-25.5953914713079,36511.32075471698,34068.8679245283,0.7214622641509434,0.24433962264150944,26.195153896529142,0.06689576766058601,0.39760219110123507,0.11880522970389128,0.23609890961707405,0.1805979019172136,1.0,2.0
4106605,2016,20886,Cruzeiro do Oeste,665721000,54104000,611616000,109807000,140975000,270385000,90450000,Paraná,PR,4106605.0,775.984,Cruzeiro do Oeste (PR),18003,5121,Cruzeiro do Oeste,POINT(-53.0836688611668 -23.7588492458242),Noroeste Paranaense,-53.0836688611668,-23.7588492458242,31874.030451019822,29283.539212869866,0.8619649525998276,0.24518816432059753,26.915503412441492,0.08127128331538287,0.1649444737359945,0.2117628856532992,0.40615362892262674,0.13586772837269667,3.0,1.0
4106605,2017,20901,Cruzeiro do Oeste,778291000,72345000,705945000,121134000,169209000,315194000,100408000,Paraná,PR,4106605.0,775.984,Cruzeiro do Oeste (PR),18003,5228,Cruzeiro do Oeste,POINT(-53.0836688611668 -23.7588492458242),Noroeste Paranaense,-53.0836688611668,-23.7588492458242,37237.02215205014,33775.656667145115,0.8613463470647338,0.25013157265202624,26.9348337079115,0.09295366386094661,0.15564101345126694,0.21741096839100027,0.4049821981752327,0.1290108712550961,3.0,1.0
4106605,2018,20917,Cruzeiro do Oeste,829813000,68767000,761047000,138202000,178771000,343307000,100767000,Paraná,PR,4106605.0,775.984,Cruzeiro do Oeste (PR),18003,5558,Cruzeiro do Oeste,POINT(-53.0836688611668 -23.7588492458242),Noroeste Paranaense,-53.0836688611668,-23.7588492458242,39671.70244298896,36384.13730458479,0.8606874790839987,0.26571688100588037,26.955452689746178,0.08287047804746371,0.16654595673965097,0.21543528481718172,0.41371610230256695,0.12143338318392216,3.0,1.0
4106605,2019,20932,Cruzeiro do Oeste,839529000,68941000,770588000,149424000,172603000,348247000,100314000,Paraná,PR,4106605.0,775.984,Cruzeiro do Oeste (PR),18003,5513,Cruzeiro do Oeste,POINT(-53.0836688611668 -23.7588492458242),Noroeste Paranaense,-53.0836688611668,-23.7588492458242,40107.44314924518,36813.87349512708,0.8600707051404548,0.2633766481941525,26.974782985216187,0.08211866415573495,0.17798551330567497,0.20559504198187317,0.4148123531170454,0.11948842743967153,3.0,1.0
4106605,2020,20947,Cruzeiro do Oeste,831868000,74731000,757137000,140330000,165842000,342819000,108146000,Paraná,PR,4106605.0,775.984,Cruzeiro do Oeste (PR),18003,5412,Cruzeiro do Oeste,POINT(-53.0836688611668 -23.7588492458242),Noroeste Paranaense,-53.0836688611668,-23.7588492458242,39712.989926958515,36145.36687831193,0.8594548145319139,0.2583663531770659,26.9941132806862,0.089835166156169,0.16869262911904293,0.19936095630556772,0.41210744973962216,0.13000379867959821,3.0,1.0
4106704,2016,4530,Cruzeiro do Sul,180608000,6315000,174294000,120364000,5604000,27164000,21161000,Paraná,PR,4106704.0,259.103,Cruzeiro do Sul (PR),3376,981,Cruzeiro do Sul,POINT(-52.1625781715858 -22.9880030786436),Noroeste Paranaense,-52.1625781715858,-22.9880030786436,39869.31567328918,38475.496688741725,0.7452538631346578,0.2165562913907285,17.483394634566174,0.03496522856130404,0.6664378100637846,0.031028525868178596,0.15040308291991494,0.11716535258681786,1.0,2.0
4106704,2017,4509,Cruzeiro do Sul,198725000,6752000,191972000,131820000,6833000,29692000,23628000,Paraná,PR,4106704.0,259.103,Cruzeiro do Sul (PR),3376,987,Cruzeiro do Sul,POINT(-52.1625781715858 -22.9880030786436),Noroeste Paranaense,-52.1625781715858,-22.9880030786436,44072.96518074961,42575.29385673098,0.7487247726768684,0.21889554224883567,17.402345785266863,0.03397660083029312,0.6633287205937853,0.03438419927034847,0.14941250471757453,0.11889797458799849,1.0,2.0
4106704,2018,4489,Cruzeiro do Sul,185321000,7331000,177990000,117423000,6784000,30555000,23229000,Paraná,PR,4106704.0,259.103,Cruzeiro do Sul (PR),3376,1066,Cruzeiro do Sul,POINT(-52.1625781715858 -22.9880030786436),Noroeste Paranaense,-52.1625781715858,-22.9880030786436,41283.35932278904,39650.25618177768,0.7520605925595901,0.23746936957006015,17.3251564049818,0.039558387878330034,0.6336195034561652,0.03660675260763756,0.1648760798830138,0.12534467221739576,1.0,2.0
4106704,2019,4469,Cruzeiro do Sul,173843000,7302000,166541000,106215000,5922000,29666000,24739000,Paraná,PR,4106704.0,259.103,Cruzeiro do Sul (PR),3376,1053,Cruzeiro do Sul,POINT(-52.1625781715858 -22.9880030786436),Noroeste Paranaense,-52.1625781715858,-22.9880030786436,38899.75385992392,37265.83128216603,0.7554262698590288,0.2356231819198926,17.24796702469674,0.042003416876146865,0.6109823231306408,0.03406521976726126,0.1706482285740582,0.14230656396863836,1.0,2.0
