,id_municipio,id_municipio_nome,ano,pib,impostos_liquidos,va,va_agropecuaria,va_industria,va_servicos,va_adespss
57106,3525102,Jardinópolis,2012,685563000,58468000,627094000,77292000,136550000,293957000,119296000
57107,3526902,Limeira,2012,9419354000,1414119000,8005235000,64178000,3094051000,4114573000,732433000
57108,3533205,Nova Independência,2012,68431000,3820000,64611000,25010000,4543000,19964000,15094000
57109,3549201,São João das Duas Pontes,2012,28540000,579000,27961000,9602000,1645000,7074000,9640000
57110,3553856,Taquarivaí,2012,77170000,1485000,75686000,23815000,5226000,28266000,18379000
57111,4123105,Santa Amélia,2012,54007000,2487000,51520000,18090000,5870000,14693000,12866000
57112,4125605,São Mateus do Sul,2012,764079000,62563000,701516000,173672000,143318000,275066000,109461000
57113,4128203,União da Vitória,2012,856468000,86447000,770021000,31443000,174196000,417436000,146946000
57114,4202131,Bela Vista do Toldo,2012,109428000,2925000,106503000,60612000,9767000,15891000,20233000
57115,4204202,Chapecó,2012,5879022000,766145000,5112877000,109212000,1456341000,2976567000,570758000
57116,4208104,Itaiópolis,2012,484723000,33499000,451225000,153006000,102735000,129952000,65532000
57117,4209201,Lacerdópolis,2012,98424000,11784000,86640000,16016000,26228000,34754000,9642000
57118,4211454,Nova Itaberaba,2012,69982000,6111000,63871000,16469000,10244000,22145000,15013000
57119,4213203,Pomerode,2012,1269274000,283068000,986206000,5893000,554068000,325612000,100633000
57120,4214201,Quilombo,2012,530080000,75955000,454126000,38151000,147906000,236577000,31491000
57121,4215802,São Bento do Sul,2012,2496922000,288420000,2208502000,61554000,1126250000,762735000,257962000
57122,4219200,Vidal Ramos,2012,185621000,16174000,169447000,38673000,59613000,49047000,22114000
57123,4219853,Zortéa,2012,41103000,1261000,39842000,14803000,3002000,10990000,11046000
57124,4303905,Campo Bom,2012,1865441000,354792000,1510648000,1150000,681284000,632599000,195615000
57125,4305934,Coronel Pilar,2012,25208000,741000,24467000,13146000,933000,3533000,6854000
57126,4307450,Esperança do Sul,2012,43417000,2035000,41382000,16787000,2998000,9362000,12234000
57127,4309803,Ibiaçá,2012,112071000,11871000,100200000,38596000,7482000,38700000,15422000
57128,4317202,Santa Rosa,2012,2084147000,277833000,1806314000,48840000,655485000,876843000,225146000
57129,4317707,Santo Antônio das Missões,2012,131757000,7380000,124377000,46587000,6087000,38573000,33130000
57130,4320305,Selbach,2012,127829000,13543000,114285000,36313000,13874000,46401000,17698000
57131,4322152,Tunas,2012,39367000,1739000,37627000,11294000,1138000,9454000,15741000
57132,4323309,Vila Flores,2012,110097000,15527000,94570000,10921000,49978000,21279000,12391000
57133,5002100,Bela Vista,2012,320662000,22475000,298188000,84639000,42994000,82263000,88291000
57134,5002407,Caarapó,2012,841391000,92434000,748957000,231381000,168800000,245220000,103556000
57135,5103361,Conquista D'Oeste,2012,50472000,5696000,44775000,7187000,2739000,18165000,16685000
57136,5103452,Denise,2012,294641000,9499000,285141000,212743000,12205000,30941000,29253000
57137,5103809,Figueirópolis D'Oeste,2012,44819000,3866000,40953000,13577000,1752000,11442000,14182000
57138,5107792,Santo Antônio do Leste,2012,308669000,15623000,293046000,231037000,12290000,32248000,17472000
57139,5107941,Tabaporã,2012,342831000,17913000,324918000,223201000,21554000,45984000,34179000
57140,5202502,Aruanã,2012,111121000,6898000,104222000,38346000,5038000,35259000,25579000
57141,5203203,Barro Alto,2012,474081000,38128000,435953000,24863000,289533000,83020000,38538000
57142,5211008,Itapirapuã,2012,112450000,5805000,106645000,44710000,6714000,32551000,22670000
57143,1505650,Placas,2012,130997000,2423000,128574000,55541000,1690000,17799000,53544000
57144,1703305,Bom Jesus do Tocantins,2012,44726000,819000,43907000,18908000,2359000,5927000,16713000
57145,1707207,Dois Irmãos do Tocantins,2012,58790000,1920000,56870000,19042000,2340000,8577000,26911000
57146,1715101,Novo Acordo,2012,28888000,2056000,26832000,2431000,2999000,5037000,16364000
57147,1717008,Pindorama do Tocantins,2012,33522000,1026000,32496000,7625000,1702000,5338000,17830000
57148,2103000,Caxias,2012,1259750000,135679000,1124071000,28183000,189376000,564374000,342138000
57149,2103505,Colinas,2012,225424000,11412000,214012000,32000000,17617000,84152000,80243000
57150,2109106,Presidente Dutra,2012,330662000,30684000,299979000,17366000,23501000,181718000,77393000
57151,2111904,Sucupira do Norte,2012,43516000,1289000,42227000,8304000,2055000,10360000,21508000
57152,2205557,Lagoa Alegre,2012,32238000,1337000,30901000,1864000,1338000,6683000,21016000
57153,2205805,Luzilândia,2012,115652000,6575000,109078000,6210000,5584000,35325000,61959000
57154,2210656,Sigefredo Pacheco,2012,39608000,1571000,38038000,5062000,1276000,7455000,24245000
57155,2301109,Aracati,2012,871921000,65132000,806789000,82565000,266519000,304596000,153108000
57156,2301505,Arneiroz,2012,33532000,1696000,31835000,4241000,1314000,8185000,18095000
57157,2305803,Ipu,2012,220979000,13020000,207959000,29425000,9517000,81372000,87645000
57158,2309508,Orós,2012,139393000,8772000,130621000,26550000,5643000,51635000,46792000
57159,2311900,Saboeiro,2012,63519000,2435000,61084000,6789000,2699000,16241000,35355000
57160,2401008,Apodi,2012,497093000,24092000,473001000,17744000,219943000,123212000,112102000
57161,2401602,Bento Fernandes,2012,31113000,2032000,29081000,2645000,899000,5202000,20335000
57162,2410306,Serra Caiada,2012,51239000,3781000,47458000,3923000,1758000,9942000,31835000
57163,2500106,Água Branca,2012,49023000,1840000,47183000,2185000,2746000,10755000,31496000
57164,2511202,Pedras de Fogo,2012,328581000,17874000,310708000,101026000,66688000,46787000,96208000
57165,2512002,Pocinhos,2012,154307000,4828000,149479000,53449000,12702000,27013000,56315000
57166,2600054,Abreu e Lima,2012,1113557000,162658000,950899000,8321000,282886000,420200000,239493000
57167,2601607,Belém do São Francisco,2012,134683000,5448000,129235000,20373000,5517000,41348000,61996000
57168,2606507,Iati,2012,94871000,3090000,91781000,7871000,2593000,21802000,59516000
57169,2609402,Moreno,2012,413527000,32186000,381341000,38269000,54148000,133005000,155919000
57170,2612000,Sairé,2012,105325000,4177000,101148000,37164000,4873000,25282000,33830000
57171,2614303,Moreilândia,2012,60752000,2339000,58413000,5302000,1681000,16874000,34557000
57172,2615607,Trindade,2012,213982000,18278000,195703000,1582000,44629000,71163000,78328000
57173,2616100,Verdejante,2012,45099000,1588000,43511000,3137000,1722000,10326000,28327000
57174,2700607,Barra de São Miguel,2012,104920000,5810000,99110000,7562000,23344000,44947000,23257000
57175,2708600,São Miguel dos Campos,2012,1195722000,93110000,1102612000,79495000,583116000,285120000,154880000
57176,2800506,Areia Branca,2012,139698000,6006000,133691000,34127000,10131000,28456000,60978000
57177,2802502,General Maynard,2012,21052000,560000,20493000,579000,2663000,3792000,13459000
57178,2902252,Arataca,2012,72263000,1983000,70280000,26834000,3653000,14846000,24947000
57179,2907103,Carinhanha,2012,127244000,5023000,122221000,14993000,3728000,37415000,66085000
57180,2907806,Cícero Dantas,2012,162513000,9164000,153349000,10996000,7824000,64759000,69770000
57181,2908200,Conceição da Feira,2012,126421000,10944000,115478000,18407000,11428000,41661000,43982000
57182,2912509,Ibipitanga,2012,59044000,2510000,56534000,4241000,2416000,19630000,30247000
57183,3100708,Água Comprida,2012,107435000,3051000,104384000,63031000,6385000,23224000,11743000
57184,3101102,Aimorés,2012,327306000,15456000,311850000,47265000,73007000,119828000,71751000
57185,3104205,Arcos,2012,989004000,113571000,875433000,19461000,425839000,328288000,101845000
57186,3105004,Baldim,2012,79681000,5767000,73914000,14026000,18605000,19733000,21549000
57187,3106655,Berizal,2012,26169000,974000,25195000,2558000,1937000,7155000,13545000
57188,3113701,Carlos Chagas,2012,277875000,19258000,258618000,34031000,83073000,84557000,56957000
57189,3116902,Comendador Gomes,2012,73425000,3475000,69950000,36696000,4342000,18178000,10734000
57190,3127800,Grão Mogol,2012,587481000,6086000,581395000,359008000,146122000,32045000,44219000
57191,3133600,Itapeva,2012,155265000,18219000,137046000,5225000,21184000,84393000,26244000
57192,3135076,Jampruca,2012,36185000,817000,35369000,10935000,1853000,7493000,15087000
57193,3146602,Paiva,2012,14417000,527000,13889000,1167000,605000,4628000,7489000
57194,3151909,Pocrane,2012,55319000,2901000,52418000,14080000,2340000,14672000,21326000
57195,3159407,Santa Rita de Ibitipoca,2012,28881000,1344000,27538000,4768000,3475000,7309000,11985000
57196,3161908,São Gonçalo do Rio Abaixo,2012,3144863000,45264000,3099600000,4710000,2375766000,641559000,77565000
57197,3167400,Silvianópolis,2012,76481000,4689000,71792000,18481000,10007000,24738000,18567000
57198,3169604,Tupaciguara,2012,395183000,26985000,368197000,119483000,35470000,141983000,71260000
57199,3301405,Conceição de Macabu,2012,230196000,14705000,215491000,7242000,11317000,79509000,117423000
57200,3504107,Atibaia,2012,4434423000,726042000,3708381000,96093000,1149964000,2086342000,375983000
57201,3505104,Barbosa,2012,81937000,4092000,77845000,21491000,4698000,31690000,19966000
57202,3507308,Boracéia,2012,184689000,7027000,177661000,19320000,114284000,28107000,15950000
57203,3509957,Canas,2012,84172000,3832000,80340000,2207000,31690000,31159000,15284000
57204,3519709,Ibiúna,2012,1030388000,82705000,947684000,127870000,223671000,401003000,195139000
57205,3525805,Júlio Mesquita,2012,34742000,1268000,33474000,2217000,1277000,15304000,14676000
57206,3526506,Lavínia,2012,115262000,2996000,112266000,54211000,4759000,26379000,26917000
57207,3529005,Marília,2012,5770067000,626048000,5144019000,47968000,1171727000,3193159000,731165000
57208,3530102,Mirandópolis,2012,464531000,37169000,427362000,79810000,77844000,196587000,73121000
57209,3532405,Nazaré Paulista,2012,240960000,29272000,211688000,15212000,66515000,83173000,46789000
57210,3533304,Nova Luzitânia,2012,32012000,1121000,30891000,4645000,2780000,11590000,11877000
57211,3536570,Paulistânia,2012,23478000,816000,22662000,9103000,1100000,4698000,7761000
57212,3539905,Poloni,2012,98298000,6605000,91693000,26217000,22222000,27491000,15762000
57213,3543238,Ribeirão dos Índios,2012,28422000,534000,27888000,10577000,2052000,6103000,9155000
57214,3547700,Santo Anastácio,2012,282805000,23994000,258811000,20789000,40639000,139944000,57439000
57215,3555604,Uchoa,2012,226615000,21304000,205312000,39800000,70637000,63758000,31117000
57216,4107553,Farol,2012,85046000,4946000,80100000,36971000,5103000,25876000,12149000
57217,4109500,Guaraqueçaba,2012,62033000,2068000,59965000,18733000,4322000,12010000,24901000
57218,4114351,Manfrinópolis,2012,34260000,1448000,32812000,15710000,1328000,5217000,10557000
57219,4115309,Mariópolis,2012,134444000,10739000,123705000,45374000,14617000,44973000,18741000
57220,4118402,Paranavaí,2012,1481406000,120823000,1360583000,145055000,270405000,723905000,221218000
57221,4121257,Ramilândia,2012,56860000,2676000,54184000,20485000,3508000,15214000,14977000
57222,4200309,Agronômica,2012,96969000,5541000,91427000,32163000,16908000,25953000,16403000
57223,4202453,Bombinhas,2012,332353000,26091000,306262000,8302000,52938000,186140000,58882000
57224,4208203,Itajaí,2012,13577096000,5310604000,8266492000,44778000,1464401000,6022580000,734733000
57225,4210209,Major Gercino,2012,42499000,1762000,40737000,11667000,6025000,10094000,12951000
57226,4211009,Mondaí,2012,359101000,42931000,316170000,35116000,156898000,93057000,31099000
57227,4211751,Otacílio Costa,2012,528924000,37948000,490976000,58951000,252554000,120383000,59088000
57228,4300307,Alecrim,2012,67568000,2886000,64682000,16803000,2810000,24837000,20233000
57229,4300802,Antônio Prado,2012,310116000,42042000,268074000,29592000,84999000,113785000,39697000
57230,4301636,Balneário Pinhal,2012,127035000,7630000,119405000,3184000,8198000,67357000,40667000
57231,4304622,Capão Bonito do Sul,2012,76415000,3174000,73241000,44399000,5278000,16245000,7319000
57232,4306007,Crissiumal,2012,202795000,14223000,188572000,40310000,33477000,71592000,43192000
57233,4306072,Cristal do Sul,2012,28976000,703000,28273000,12088000,1164000,4897000,10124000
57234,4308458,Fortaleza dos Valos,2012,139767000,9865000,129902000,51124000,4959000,54972000,18847000
57235,4310330,Imbé,2012,307290000,21788000,285502000,957000,35288000,168964000,80294000
57236,4312906,Nova Bassano,2012,679936000,56419000,623517000,35429000,437736000,121498000,28853000
57237,4314035,Pareci Novo,2012,58678000,3973000,54705000,15409000,6347000,18679000,14271000
57238,4314498,Pinheirinho do Vale,2012,50842000,1775000,49067000,18301000,4090000,11084000,15592000
57239,4315701,Rio Pardo,2012,498904000,33818000,465086000,116189000,55380000,191955000,101562000
57240,5008305,Três Lagoas,2012,5050497000,646142000,4404355000,331056000,2412039000,1228973000,432288000
57241,5102702,Canarana,2012,614692000,64486000,550206000,215163000,25838000,241306000,67899000
57242,5106315,Novo Santo Antônio,2012,20324000,1130000,19195000,3810000,603000,3864000,10917000
57243,5107701,Rosário Oeste,2012,167209000,11481000,155728000,40382000,15014000,39434000,60899000
57244,5108808,Nova Guarita,2012,58272000,5262000,53010000,17884000,1738000,15305000,18083000
57245,5201801,Aragoiânia,2012,68940000,4562000,64378000,6711000,12038000,21957000,23672000
57246,5203302,Bela Vista de Goiás,2012,547371000,57438000,489934000,78264000,167515000,175295000,68859000
57247,5210158,Ipiranga de Goiás,2012,34309000,1367000,32941000,13221000,3269000,6211000,10240000
57248,5220157,São Luíz do Norte,2012,50646000,2343000,48303000,18587000,2871000,13123000,13722000
57249,1100262,Rio Crespo,2012,56106000,2774000,53332000,25482000,3202000,6343000,18305000
57250,1301852,Iranduba,2012,382669000,15119000,367550000,105063000,52854000,73156000,136477000
57251,1501956,Cachoeira do Piriá,2012,100614000,1853000,98761000,24031000,-174000,12965000,61938000
57252,1502764,Cumaru do Norte,2012,154775000,1777000,152999000,111268000,1629000,9744000,30357000
57253,1504604,Mocajuba,2012,186532000,4944000,181588000,66090000,14702000,31997000,68799000
57254,1507961,Terra Alta,2012,40539000,1029000,39510000,9414000,-1823000,8322000,23597000
57255,1507979,Terra Santa,2012,346022000,5968000,340054000,12423000,230772000,53098000,43761000
57256,1703008,Babaçulândia,2012,61026000,1595000,59431000,9143000,2976000,7739000,39573000
57257,1707702,Filadélfia,2012,69463000,3227000,66236000,12797000,4663000,14225000,34552000
57258,1720804,Sítio Novo do Tocantins,2012,56060000,2377000,53683000,4437000,2239000,12034000,34973000
57259,2107902,Passagem Franca,2012,78866000,3122000,75744000,13629000,6703000,23220000,32192000
57260,2206506,Monsenhor Hipólito,2012,31704000,1478000,30226000,2992000,1377000,7567000,18290000
57261,2209658,São Francisco de Assis do Piauí,2012,23874000,930000,22944000,1406000,986000,4701000,15851000
57262,2302602,Camocim,2012,542984000,39313000,503672000,41843000,123615000,204429000,133785000
57263,2306009,Iracema,2012,80328000,4647000,75681000,10133000,3755000,26964000,34830000
57264,2307403,Jucás,2012,117542000,6776000,110766000,12031000,12131000,35875000,50729000
57265,2310803,Pereiro,2012,72845000,4898000,67948000,6600000,2923000,21915000,36510000
57266,2401503,Barcelona,2012,26456000,1230000,25226000,726000,1128000,7180000,16191000
57267,2402105,Campo Redondo,2012,53896000,4335000,49561000,1736000,3364000,9189000,35272000
57268,2404853,Itajá,2012,54993000,3825000,51167000,1179000,10186000,14711000,25091000
57269,2405207,Janduís,2012,38186000,2334000,35852000,2099000,4571000,8437000,20745000
57270,2405900,João Dias,2012,15064000,834000,14230000,763000,404000,3050000,10013000
57271,2409209,Passagem,2012,19895000,1165000,18730000,1197000,1102000,3920000,12511000
57272,2505105,Cuité,2012,121370000,6408000,114962000,7453000,5677000,35952000,65880000
57273,2506806,Ingá,2012,105238000,5743000,99495000,3138000,6696000,29866000,59795000
57274,2600302,Agrestina,2012,149573000,9843000,139729000,16006000,8640000,50212000,64872000
57275,2604205,Catende,2012,206493000,9943000,196550000,7757000,8385000,69571000,110837000
57276,2605103,Custódia,2012,276960000,25719000,251241000,20938000,26487000,103206000,100610000
57277,2606002,Garanhuns,2012,1582564000,213754000,1368810000,32774000,202972000,789573000,343491000
57278,2608008,Jataúba,2012,90482000,4293000,86189000,4748000,2555000,28216000,50671000
57279,2608800,Lajedo,2012,267355000,21510000,245844000,16364000,11932000,112741000,104808000
57280,2610103,Palmeirina,2012,43493000,1420000,42074000,4873000,1350000,9962000,25889000
57281,2614857,Tamandaré,2012,219413000,18285000,201128000,9089000,43381000,84707000,63950000
57282,2707909,Santa Luzia do Norte,2012,49537000,3543000,45994000,5358000,8412000,12257000,19967000
57283,2805208,Pinhão,2012,40031000,1751000,38280000,4265000,2826000,9488000,21700000
57284,2907608,Central,2012,77819000,3945000,73873000,4662000,3834000,27366000,38012000
57285,2909802,Cruz das Almas,2012,653099000,66525000,586574000,52627000,62740000,332489000,138718000
57286,2912608,Ibiquera,2012,22529000,561000,21969000,5074000,914000,4457000,11525000
57287,2913309,Ichu,2012,27108000,982000,26126000,2264000,1344000,7946000,14572000
57288,2919702,Macarani,2012,104773000,3890000,100883000,24028000,5933000,29407000,41514000
57289,2921401,Mirangaba,2012,76242000,2567000,73675000,8204000,3402000,20160000,41909000
57290,2924900,Planaltino,2012,44135000,1687000,42448000,8769000,1560000,11073000,21046000
57291,2929404,São Miguel das Matas,2012,74570000,6923000,67647000,10686000,2429000,29449000,25084000
57292,3101409,Albertina,2012,58342000,7285000,51057000,8974000,1796000,28993000,11294000
57293,3104700,Ataléia,2012,95148000,3350000,91798000,22082000,8291000,23904000,37521000
57294,3105608,Barbacena,2012,1894140000,200713000,1693427000,69198000,286730000,975914000,361586000
57295,3127354,Glaucilândia,2012,45067000,557000,44510000,28221000,936000,4636000,10717000
57296,3134400,Iturama,2012,1845608000,77881000,1767727000,80641000,1232802000,335542000,118741000
57297,3138351,Leme do Prado,2012,31662000,1474000,30188000,2210000,1545000,10819000,15613000
57298,3139409,Manhuaçu,2012,1526574000,148431000,1378143000,89623000,314963000,756352000,217205000
57299,3140100,Marilac,2012,28671000,959000,27712000,3578000,1508000,8189000,14437000
57300,3141603,Mercês,2012,78778000,5460000,73318000,7048000,7359000,32210000,26701000
57301,3148608,Peçanha,2012,121172000,5258000,115914000,26698000,5009000,37864000,46344000
57302,3153400,Presidente Olegário,2012,321374000,13748000,307626000,141668000,19412000,91689000,54858000
57303,3162500,São João del Rei,2012,1322015000,133897000,1188118000,33630000,258840000,682546000,213102000
57304,3167004,Serranos,2012,18280000,591000,17689000,3698000,719000,5498000,7775000
57305,3171402,Vieiras,2012,32551000,950000,31601000,9400000,1730000,7785000,12686000
57306,3203205,Linhares,2012,5081228000,632452000,4448775000,171970000,2183565000,1495367000,597873000
57307,3302700,Maricá,2012,6970531000,139511000,6831020000,6284000,4285857000,1880194000,658687000
57308,3501509,Alvinlândia,2012,34571000,782000,33789000,7693000,2366000,11763000,11967000
57309,3503406,Arealva,2012,129932000,5439000,124493000,41119000,11248000,48119000,24008000
57310,3503950,Aspásia,2012,21818000,817000,21001000,7026000,1196000,5005000,7775000
57311,3505401,Barra do Turvo,2012,61573000,5854000,55719000,3063000,3033000,23049000,26574000
57312,3517703,Guará,2012,402649000,33652000,368998000,58848000,125266000,123876000,61008000
57313,3518404,Guaratinguetá,2012,3427505000,577540000,2849965000,26349000,993493000,1506226000,323897000
57314,3518800,Guarulhos,2012,42426241000,7103457000,35322784000,15172000,10789407000,21013496000,3504710000
57315,3529609,Meridiano,2012,123658000,13877000,109781000,14865000,42014000,37219000,15683000
57316,3530201,Mirante do Paranapanema,2012,278194000,25603000,252591000,40408000,80487000,82819000,48877000
57317,3542305,Redenção da Serra,2012,35413000,1368000,34045000,4644000,2734000,12671000,13996000
57318,3543501,Riversul,2012,39165000,801000,38364000,7216000,2557000,10499000,18091000
57319,3550308,São Paulo,2012,538877121000,101430124000,437446998000,16999000,63105176000,342783373000,31541449000
57320,3554409,Terra Roxa,2012,101079000,2608000,98471000,32124000,7652000,33593000,25102000
57321,4104006,Campina Grande do Sul,2012,889605000,117936000,771669000,16379000,191560000,452879000,110851000
57322,4104303,Campo Mourão,2012,2275251000,236730000,2038521000,103263000,471466000,1223509000,240283000
57323,4115606,Matelândia,2012,378736000,39435000,339300000,70075000,94507000,129781000,44937000
57324,4116109,Moreira Sales,2012,146113000,8780000,137334000,41493000,9129000,51612000,35100000
57325,4202537,Bom Jesus,2012,63532000,5464000,58067000,12581000,6734000,27024000,11729000
57326,4203154,Calmon,2012,43038000,1772000,41266000,14321000,4677000,8882000,13387000
57327,4204459,Coronel Martins,2012,29050000,1245000,27804000,9245000,1732000,6870000,9957000
57328,4205902,Gaspar,2012,1682185000,253980000,1428205000,15511000,628263000,594101000,190331000
57329,4206652,Guatambú,2012,352934000,50013000,302921000,39073000,137112000,109739000,16996000
57330,4212270,Passos Maia,2012,80699000,4181000,76517000,30608000,15204000,14083000,16622000
57331,4218608,Trombudo Central,2012,179295000,20785000,158510000,15339000,64000000,56393000,22778000
57332,4220000,Balneário Rincão,2012,,,,,,,
57333,4305108,Caxias do Sul,2012,20150488000,3153185000,16997303000,131274000,7658423000,7709918000,1497688000
57334,4307302,Erval Seco,2012,125748000,9898000,115851000,29940000,7403000,55095000,23413000
57335,4309050,Glorinha,2012,358617000,49257000,309359000,11369000,208530000,61260000,28200000
57336,4312500,Mostardas,2012,225632000,8786000,216846000,95238000,16507000,63059000,42042000
57337,4312708,Nonoai,2012,220182000,19407000,200775000,40193000,18163000,104003000,38417000
57338,4314506,Pinheiro Machado,2012,182984000,15303000,167681000,24875000,48684000,50706000,43415000
57339,4317905,Santo Cristo,2012,313332000,33515000,279817000,58529000,35670000,142451000,43167000
57340,4321204,Taquara,2012,924479000,78318000,846161000,11179000,226201000,447919000,160862000
57341,4321600,Tramandaí,2012,623067000,43764000,579303000,4859000,81303000,347783000,145358000
57342,4322350,União da Serra,2012,28666000,839000,27828000,15380000,1298000,3761000,7388000
57343,5005251,Laguna Carapã,2012,293363000,19676000,273687000,172396000,14653000,54904000,31735000
57344,5006259,Novo Horizonte do Sul,2012,77521000,5921000,71599000,27781000,6129000,15792000,21899000
57345,5108006,Tapurah,2012,512001000,39513000,472489000,270240000,29680000,129818000,42751000
57346,5209457,Guarinos,2012,22680000,1183000,21496000,8130000,676000,4758000,7933000
57347,5209804,Hidrolina,2012,49078000,2055000,47022000,18501000,3767000,11741000,13013000
57348,5213855,Morro Agudo de Goiás,2012,25337000,1265000,24072000,8041000,976000,6534000,8522000
57349,1300300,Autazes,2012,177215000,4107000,173107000,37641000,7672000,23722000,104072000
57350,1301654,Guajará,2012,77468000,1652000,75817000,19104000,3078000,10461000,43174000
57351,1302306,Jutaí,2012,137652000,1545000,136107000,59411000,6140000,15348000,55208000
57352,1302504,Manacapuru,2012,853165000,23730000,829434000,355599000,62180000,168446000,243210000
57353,1304237,Tonantins,2012,81782000,1594000,80189000,13583000,3045000,10403000,53158000
57354,1501303,Barcarena,2012,2006449000,593977000,1412473000,64451000,364438000,677426000,306159000
57355,1706258,Crixás do Tocantins,2012,24688000,1287000,23401000,9572000,1387000,3773000,8670000
57356,2102077,Bom Lugar,2012,61182000,1397000,59785000,17925000,2199000,10324000,29337000
57357,2105450,Jatobá,2012,35133000,1028000,34105000,6437000,1620000,6314000,19735000
57358,2203271,Curral Novo do Piauí,2012,19004000,928000,18076000,2041000,622000,2666000,12747000
57359,2300804,Antonina do Norte,2012,36463000,1946000,34517000,4308000,1830000,11062000,17317000
57360,2309706,Pacatuba,2012,693010000,151136000,541874000,10467000,203921000,172278000,155208000
57361,2311355,Quixelô,2012,84206000,3540000,80666000,19546000,3134000,21699000,36287000
57362,2311801,Russas,2012,732100000,100511000,631589000,72318000,165320000,243312000,150639000
57363,2313906,Uruoca,2012,59636000,2359000,57277000,8822000,2706000,13805000,31944000
57364,2408409,Olho-d'Água do Borges,2012,26325000,1243000,25082000,1296000,3132000,5162000,15491000
57365,2410108,Poço Branco,2012,71652000,3871000,67781000,4204000,3187000,12995000,47395000
57366,2413904,Taipu,2012,110146000,12099000,98047000,16757000,25690000,14764000,40837000
57367,2501609,Barra de Santa Rosa,2012,83043000,3235000,79809000,7799000,4103000,19189000,48717000
57368,2511301,Piancó,2012,105025000,5790000,99234000,7120000,5178000,35058000,51879000
57369,2512606,Quixabá,2012,12603000,434000,12169000,577000,914000,1917000,8761000
57370,2601706,Belo Jardim,2012,1056492000,134033000,922459000,58056000,314177000,341210000,209015000
57371,2602001,Bodocó,2012,170204000,6943000,163261000,24307000,5456000,42640000,90858000
57372,2602902,Cabo de Santo Agostinho,2012,6259391000,1360829000,4898562000,19569000,2008366000,2230752000,639875000
57373,2603306,Calçado,2012,63615000,1933000,61683000,13645000,2318000,14000000,31719000
57374,2605608,Flores,2012,99310000,5341000,93969000,4375000,4478000,25234000,59882000
57375,2610301,Paranatama,2012,65799000,1253000,64546000,12300000,2412000,14350000,35484000
57376,2708105,Santana do Mundaú,2012,308809000,1960000,306849000,233363000,10970000,30757000,31759000
57377,2801306,Capela,2012,269258000,14914000,254344000,48735000,34308000,60200000,111101000
57378,2804409,Neópolis,2012,177332000,14841000,162491000,39422000,18249000,43390000,61429000
57379,2805901,Riachuelo,2012,167011000,13087000,153924000,9464000,77280000,32341000,34838000
57380,2912905,Ibirataia,2012,134178000,5151000,129027000,35503000,7250000,39285000,46989000
57381,2914307,Iramaia,2012,51989000,1699000,50290000,7470000,2209000,13365000,27246000
57382,2916609,Itapitanga,2012,53521000,1350000,52170000,12169000,2683000,12329000,24990000
57383,2918555,Jussari,2012,42195000,1239000,40956000,11262000,1447000,9787000,18460000
57384,2921906,Mucugê,2012,204346000,7541000,196805000,115691000,12518000,44446000,24151000
57385,2927200,Ruy Barbosa,2012,194387000,12416000,181971000,23890000,34462000,59237000,64382000
57386,2931806,Tremedal,2012,70670000,2462000,68208000,7817000,2867000,20334000,37190000
57387,3103009,Antônio Dias,2012,89132000,7057000,82075000,11977000,8337000,32719000,29042000
57388,3104601,Astolfo Dutra,2012,193891000,21612000,172279000,8671000,66811000,62542000,34256000
57389,3105202,Bandeira,2012,31447000,882000,30565000,6492000,1834000,7276000,14963000
57390,3109006,Brumadinho,2012,2401988000,110125000,2291863000,22359000,1530642000,585476000,153387000
57391,3110202,Cajuri,2012,42776000,3554000,39223000,6152000,10466000,10035000,12570000
57392,3110806,Campanário,2012,32824000,1601000,31223000,3671000,1719000,12166000,13667000
57393,3116001,Chalé,2012,41691000,1301000,40390000,10831000,1990000,11360000,16210000
57394,3117603,Conceição do Pará,2012,162311000,12674000,149637000,8836000,82492000,38692000,19618000
57395,3121308,Descoberto,2012,44499000,2421000,42077000,4210000,10597000,12126000,15145000
57396,3125408,Felício dos Santos,2012,31587000,1044000,30543000,4002000,1397000,9158000,15985000
57397,3126208,Formoso,2012,131751000,6372000,125379000,61952000,7324000,31229000,24875000
57398,3144904,Nova Módica,2012,29439000,854000,28585000,6047000,1673000,8101000,12764000
57399,3146107,Ouro Preto,2012,5678231000,297546000,5380685000,12320000,3766418000,1347008000,254939000
57400,3146206,Ouro Verde de Minas,2012,31594000,759000,30835000,4030000,1781000,8123000,16901000
57401,3148509,Pavão,2012,52248000,1911000,50337000,8299000,4554000,14875000,22609000
57402,3152402,Poté,2012,97540000,5254000,92286000,8539000,6165000,34330000,43251000
57403,3161403,São Francisco do Glória,2012,38750000,1654000,37096000,7509000,1678000,11921000,15988000
57404,3170750,Varjão de Minas,2012,129084000,2654000,126430000,69612000,12773000,25584000,18460000
57405,3201704,Conceição do Castelo,2012,149577000,14699000,134878000,19864000,17515000,49707000,47791000
57406,3204708,São Gabriel da Palha,2012,456292000,49414000,406878000,39917000,66705000,189957000,110300000
57407,3302007,Itaguaí,2012,6126207000,569182000,5557025000,12326000,1557653000,3309488000,677559000
57408,3501400,Álvaro de Carvalho,2012,37634000,655000,36979000,9706000,2077000,11690000,13506000
57409,3506904,Bofete,2012,135548000,7839000,127709000,33249000,22697000,40609000,31153000
57410,3508504,Caçapava,2012,3309843000,529522000,2780322000,7834000,1445890000,1086424000,240174000
