,id_municipio,id_municipio_nome,ano,pib,impostos_liquidos,va,va_agropecuaria,va_industria,va_servicos,va_adespss
16216,3526902,Limeira,2004,4126180000,540353000,3585827000,68060000,1694020000,1503745000,320002000
16217,3532843,Nova Canaã Paulista,2004,15370000,290000,15080000,7729000,1243000,2680000,3428000
16218,3540804,Potirendaba,2004,90758000,7545000,83213000,15209000,12376000,36528000,19101000
16219,3548500,Santos,2004,7293661000,838702000,6454959000,601000,721712000,5135339000,597306000
16220,3549607,São José do Barreiro,2004,16746000,566000,16180000,3037000,1287000,5407000,6449000
16221,3551207,Sarutaiá,2004,18453000,347000,18105000,5418000,1239000,5945000,5504000
16222,3555406,Ubatuba,2004,445929000,30835000,415095000,4396000,24439000,280997000,105263000
16223,3556909,Vista Alegre do Alto,2004,93548000,8317000,85231000,14410000,37660000,24864000,8296000
16224,3557154,Zacarias,2004,21250000,867000,20383000,9599000,2481000,4214000,4089000
16225,4104055,Campo Bonito,2004,59966000,2168000,57798000,37106000,2361000,11454000,6877000
16226,4104253,Campo Magro,2004,94965000,6641000,88323000,10730000,18493000,30880000,28220000
16227,4110409,Indianópolis,2004,41456000,2945000,38512000,9522000,12620000,10874000,5496000
16228,4116406,Nossa Senhora das Graças,2004,25524000,887000,24637000,13486000,1030000,4925000,5197000
16229,4116604,Nova América da Colina,2004,28810000,2301000,26509000,10313000,4535000,6838000,4822000
16230,4117701,Palmeira,2004,333172000,30783000,302389000,107052000,47214000,110322000,37800000
16231,4120408,Presidente Castelo Branco,2004,27598000,1314000,26284000,11294000,2638000,6243000,6109000
16232,4201653,Arvoredo,2004,20609000,731000,19878000,11809000,1388000,3004000,3677000
16233,4202131,Bela Vista do Toldo,2004,49745000,857000,48888000,32862000,2020000,6507000,7499000
16234,4202404,Blumenau,2004,4868517000,727629000,4140888000,20915000,1650073000,2062598000,407302000
16235,4209151,José Boiteux,2004,81363000,11072000,70291000,9863000,17616000,36619000,6193000
16236,4214151,Princesa,2004,14613000,455000,14157000,7000000,917000,2195000,4045000
16237,4216107,São Domingos,2004,137250000,11082000,126168000,38415000,28142000,47570000,12041000
16238,4301800,Barracão,2004,48923000,2743000,46180000,21509000,1881000,15910000,6881000
16239,4303673,Campestre da Serra,2004,47271000,4734000,42537000,19887000,2358000,15051000,5240000
16240,4306957,Entre Rios do Sul,2004,106946000,1211000,105735000,7518000,86440000,6181000,5596000
16241,4310009,Ibirubá,2004,337549000,44851000,292699000,62053000,35682000,173589000,21375000
16242,4312401,Montenegro,2004,898636000,182378000,716258000,34979000,308023000,303341000,69914000
16243,4313441,Novo Tiradentes,2004,12637000,366000,12271000,5570000,526000,2620000,3555000
16244,4313490,Novo Barreiro,2004,18243000,560000,17683000,8572000,1202000,2917000,4992000
16245,4315958,Rolador,2004,19923000,761000,19163000,10372000,584000,4134000,4072000
16246,4320859,Tabaí,2004,36492000,1630000,34862000,23933000,2184000,3814000,4930000
16247,4323002,Viamão,2004,992711000,145691000,847020000,67866000,105370000,419175000,254608000
16248,4323358,Vila Lângaro,2004,31723000,1379000,30344000,17873000,1046000,7882000,3543000
16249,4323705,Vista Gaúcha,2004,19810000,846000,18964000,10631000,781000,3888000,3664000
16250,5002100,Bela Vista,2004,131689000,8732000,122957000,48230000,6318000,31570000,36839000
16251,5003306,Coxim,2004,270346000,31659000,238686000,59300000,18591000,109347000,51448000
16252,5006259,Novo Horizonte do Sul,2004,34899000,2506000,32393000,15883000,2044000,5043000,9423000
16253,5007208,Rio Brilhante,2004,393855000,36059000,357796000,174171000,47857000,90101000,45667000
16254,5100250,Alta Floresta,2004,350791000,49537000,301255000,44508000,52673000,137383000,66690000
16255,5101209,Araguainha,2004,6564000,428000,6137000,1849000,201000,1138000,2948000
16256,5101308,Arenápolis,2004,60319000,7344000,52975000,11627000,3800000,23116000,14431000
16257,5104807,Jaciara,2004,268152000,29752000,238400000,76465000,45777000,82868000,33290000
16258,5106828,Porto Esperidião,2004,63002000,5872000,57130000,29304000,740000,11680000,15406000
16259,5200209,Água Limpa,2004,15385000,649000,14736000,6729000,461000,3116000,4431000
16260,5203559,Bonfinópolis,2004,21458000,1532000,19926000,3180000,1814000,7017000,7915000
16261,5208905,Goiás,2004,135456000,9240000,126216000,28772000,13720000,53782000,29941000
16262,5211404,Itauçu,2004,42928000,3763000,39165000,7556000,7564000,14391000,9654000
16263,5219100,Santa Bárbara de Goiás,2004,38410000,3888000,34522000,5003000,10273000,11752000,7493000
16264,1300060,Amaturá,2004,15319000,371000,14948000,1761000,426000,2091000,10671000
16265,1501907,Bujaru,2004,121914000,1501000,120413000,75642000,8000000,14469000,22303000
16266,1503002,Faro,2004,17443000,382000,17061000,2319000,716000,2784000,11243000
16267,1507755,Sapucaia,2004,34437000,978000,33459000,21664000,2084000,5159000,4551000
16268,1716653,Pequizeiro,2004,17525000,795000,16730000,5557000,958000,2901000,7314000
16269,2100303,Aldeias Altas,2004,31456000,559000,30897000,7920000,1352000,6967000,14659000
16270,2101970,Boa Vista do Gurupi,2004,13750000,520000,13229000,3636000,413000,3983000,5198000
16271,2104206,Fortuna,2004,33128000,596000,32532000,14537000,1407000,7507000,9080000
16272,2207207,Padre Marcos,2004,12280000,581000,11699000,1154000,335000,3309000,6901000
16273,2302503,Brejo Santo,2004,104019000,9192000,94827000,13930000,5849000,41721000,33328000
16274,2303105,Cariré,2004,35760000,1140000,34620000,10352000,1324000,7590000,15355000
16275,2307809,Marco,2004,60236000,4810000,55426000,7300000,9567000,18545000,20015000
16276,2404853,Itajá,2004,18336000,951000,17385000,1047000,2883000,3605000,9851000
16277,2407609,Messias Targino,2004,9875000,395000,9480000,563000,672000,2043000,6202000
16278,2412005,São Gonçalo do Amarante,2004,668091000,152829000,515262000,12975000,255283000,133758000,113246000
16279,2500577,Algodão de Jandaíra,2004,7063000,160000,6903000,1165000,272000,1132000,4333000
16280,2508109,Lagoa,2004,9551000,263000,9288000,1123000,348000,1659000,6159000
16281,2510600,Ouro Velho,2004,9146000,225000,8922000,2094000,345000,1841000,4642000
16282,2513109,Salgado de São Félix,2004,25769000,769000,24999000,3476000,1049000,5867000,14608000
16283,2603801,Capoeiras,2004,47083000,1824000,45260000,12821000,910000,9016000,22513000
16284,2609600,Olinda,2004,1705688000,203346000,1502343000,1521000,341933000,800936000,357952000
16285,2612703,Santa Maria do Cambucá,2004,23815000,820000,22995000,1002000,872000,5712000,15409000
16286,2700508,Barra de Santo Antônio,2004,41905000,762000,41143000,19181000,1172000,7195000,13595000
16287,2702009,Coité do Nóia,2004,23352000,370000,22982000,5769000,381000,3514000,13317000
16288,2704302,Maceió,2004,5531275000,765262000,4766013000,52650000,899161000,2951163000,863039000
16289,2900504,Érico Cardoso,2004,18785000,556000,18229000,2368000,1374000,3854000,10633000
16290,2903904,Bom Jesus da Lapa,2004,186762000,17693000,169069000,35992000,12239000,71002000,49836000
16291,2911600,Governador Mangabeira,2004,62802000,4315000,58487000,11226000,14245000,17526000,15490000
16292,2912004,Ibiassucê,2004,23789000,1093000,22696000,4262000,1090000,6233000,11111000
16293,2921054,Matina,2004,17474000,475000,16999000,4147000,427000,2862000,9563000
16294,2929701,Sátiro Dias,2004,34105000,1083000,33023000,9900000,1235000,5111000,16777000
16295,3100708,Água Comprida,2004,48814000,2204000,46609000,28648000,1791000,10930000,5240000
16296,3103306,Aracitaba,2004,6176000,192000,5984000,943000,247000,1772000,3022000
16297,3106606,Bertópolis,2004,11079000,253000,10827000,3026000,372000,2018000,5410000
16298,3107901,Bom Repouso,2004,33762000,1614000,32148000,8856000,1630000,9861000,11801000
16299,3112505,Capim Branco,2004,26628000,1328000,25301000,3065000,4306000,9046000,8884000
16300,3114550,Carneirinho,2004,80852000,3532000,77320000,36106000,6236000,17486000,17491000
16301,3117876,Confins,2004,63533000,5585000,57948000,572000,4603000,45228000,7545000
16302,3124906,Eugenópolis,2004,33211000,1645000,31565000,7459000,2534000,11025000,10547000
16303,3128501,Guarará,2004,14730000,854000,13876000,1412000,2756000,4003000,5705000
16304,3135704,Jequitibá,2004,26207000,1382000,24825000,9984000,3058000,5787000,5996000
16305,3136801,Juramento,2004,12428000,548000,11880000,3871000,327000,2711000,4971000
16306,3138708,Luminárias,2004,28787000,1262000,27525000,14532000,987000,6132000,5874000
16307,3143609,Morro da Garça,2004,19541000,1942000,17598000,6493000,510000,5486000,5109000
16308,3147709,Passa Tempo,2004,51637000,6387000,45250000,7149000,16902000,12104000,9095000
16309,3148103,Patrocínio,2004,634596000,60480000,574116000,109631000,89719000,284494000,90272000
16310,3148400,Paulistas,2004,11506000,419000,11088000,3122000,282000,2516000,5168000
16311,3160405,Santo Antônio do Monte,2004,145089000,12262000,132827000,34572000,14889000,54834000,28533000
16312,3161056,São Félix de Minas,2004,7766000,288000,7478000,1331000,419000,1877000,3851000
16313,3163805,São Miguel do Anta,2004,21366000,901000,20464000,7536000,613000,4916000,7398000
16314,3167608,Simonésia,2004,57888000,1897000,55991000,22751000,2409000,13640000,17191000
16315,3203320,Marataízes,2004,158823000,8225000,150598000,26453000,19567000,59072000,45505000
16316,3204609,Santa Teresa,2004,122026000,8911000,113115000,17867000,12426000,51438000,31384000
16317,3204708,São Gabriel da Palha,2004,153642000,16577000,137065000,9418000,26329000,61459000,39858000
16318,3304144,Queimados,2004,930677000,132180000,798497000,4192000,209106000,291050000,294149000
16319,3505401,Barra do Turvo,2004,26663000,2035000,24628000,1851000,777000,10740000,11261000
16320,3511508,Cerquilho,2004,606083000,94523000,511560000,13990000,268529000,184320000,44722000
16321,3514957,Embaúba,2004,18287000,670000,17617000,5827000,2652000,4767000,4372000
16322,3521002,Iperó,2004,187078000,31722000,155356000,7030000,75281000,44886000,28160000
16323,3526308,Lagoinha,2004,18589000,817000,17772000,2929000,1453000,6308000,7081000
16324,3534104,Oriente,2004,30335000,2910000,27426000,3459000,5770000,11324000,6872000
16325,3542305,Redenção da Serra,2004,15261000,540000,14720000,2733000,906000,5215000,5867000
16326,3543006,Ribeirão Branco,2004,115062000,2961000,112101000,46689000,12696000,25927000,26789000
16327,3543204,Ribeirão do Sul,2004,42561000,1650000,40911000,17813000,4435000,12201000,6462000
16328,3549201,São João das Duas Pontes,2004,13668000,249000,13420000,5174000,454000,3525000,4267000
16329,3549904,São José dos Campos,2004,18673609000,2955824000,15717784000,17861000,9276760000,5546388000,876777000
16330,3557006,Votorantim,2004,844845000,117553000,727292000,6857000,347394000,244106000,128934000
16331,4101002,Ampére,2004,130065000,12730000,117335000,23382000,39114000,36204000,18634000
16332,4107538,Entre Rios do Oeste,2004,41146000,4195000,36951000,12734000,4448000,13195000,6574000
16333,4112207,Janiópolis,2004,60486000,2217000,58268000,32782000,2728000,14785000,7973000
16334,4118105,Paranacity,2004,88541000,6077000,82463000,23160000,17796000,30050000,11457000
16335,4118907,Pérola,2004,53759000,5288000,48471000,7636000,5960000,24848000,10027000
16336,4123006,Salto do Lontra,2004,84719000,4936000,79783000,35505000,5487000,25299000,13492000
16337,4123105,Santa Amélia,2004,26225000,1278000,24947000,8274000,4012000,6454000,6207000
16338,4123808,Santa Izabel do Oeste,2004,76886000,5198000,71688000,28181000,4886000,25256000,13365000
16339,4127908,Tuneiras do Oeste,2004,61908000,2390000,59518000,33095000,2704000,13852000,9867000
16340,4205100,Dona Emma,2004,21300000,919000,20381000,7775000,3331000,4374000,4900000
16341,4209003,Joaçaba,2004,547602000,75465000,472137000,22082000,114609000,297061000,38386000
16342,4214904,Rio Fortuna,2004,38493000,2806000,35687000,14150000,4568000,10625000,6344000
16343,4217956,Tigrinhos,2004,11104000,202000,10902000,5753000,436000,1399000,3315000
16344,4219309,Videira,2004,704594000,85323000,619271000,54644000,195206000,305422000,63999000
16345,4219507,Xanxerê,2004,591500000,69233000,522266000,76805000,125746000,268123000,51592000
16346,4300471,Almirante Tamandaré do Sul,2004,48683000,3299000,45384000,24864000,1718000,14992000,3811000
16347,4301958,Barra Funda,2004,36300000,8881000,27419000,6563000,7678000,9028000,4151000
16348,4305405,Chiapetta,2004,54543000,2407000,52137000,27428000,2417000,15254000,7037000
16349,4305900,Coronel Bicaco,2004,86268000,5087000,81181000,33933000,5590000,31529000,10129000
16350,4307864,Fagundes Varela,2004,36872000,3279000,33592000,12407000,8886000,8199000,4101000
16351,4308250,Floriano Peixoto,2004,17678000,725000,16952000,9501000,641000,3578000,3232000
16352,4313037,Nova Esperança do Sul,2004,56863000,5698000,51165000,6360000,27397000,11724000,5684000
16353,4314803,Portão,2004,427674000,63651000,364024000,24578000,201145000,103785000,34516000
16354,4315073,Porto Vera Cruz,2004,12066000,290000,11776000,5949000,383000,1858000,3586000
16355,4318051,São Domingos do Sul,2004,20734000,805000,19929000,9173000,2812000,4191000,3754000
16356,4320602,Severiano de Almeida,2004,31501000,1931000,29570000,12767000,1386000,9663000,5754000
16357,5005400,Maracaju,2004,636727000,95710000,541016000,233866000,52650000,205175000,49326000
16358,5006309,Paranaíba,2004,303353000,32934000,270419000,58597000,39465000,112408000,59950000
16359,5007109,Ribas do Rio Pardo,2004,272776000,26091000,246685000,124786000,43425000,45506000,32968000
16360,5007901,Sidrolândia,2004,403276000,44313000,358962000,156918000,53500000,104179000,44365000
16361,5103809,Figueirópolis D'Oeste,2004,19793000,1712000,18081000,9305000,399000,3272000,5106000
16362,5108857,Nova Marilândia,2004,46680000,2442000,44238000,34171000,1301000,4366000,4401000
16363,5201405,Aparecida de Goiânia,2004,2187999000,225893000,1962107000,3882000,672271000,844819000,441134000
16364,5201504,Aporé,2004,56280000,2766000,53514000,23666000,11829000,10549000,7470000
16365,5206305,Cristianópolis,2004,19930000,1795000,18135000,3942000,2005000,7100000,5088000
16366,5207907,Flores de Goiás,2004,47600000,2259000,45341000,22133000,1891000,9058000,12259000
16367,5212907,Marzagão,2004,10719000,615000,10103000,2612000,491000,3052000,3948000
16368,5217203,Piranhas,2004,78183000,6178000,72005000,24172000,4384000,28612000,14836000
16369,5217609,Planaltina,2004,262821000,15059000,247762000,17847000,17428000,114041000,98446000
16370,1302553,Manaquiri,2004,36683000,798000,35884000,11939000,1129000,4113000,18704000
16371,1400282,Iracema,2004,27718000,979000,26739000,2935000,1109000,4094000,18602000
16372,1501501,Benevides,2004,187978000,28105000,159873000,9833000,27070000,87638000,35331000
16373,1503754,Jacareacanga,2004,37801000,1009000,36792000,5247000,1712000,5286000,24546000
16374,1600279,Laranjal do Jari,2004,158929000,6386000,152543000,2279000,8666000,43951000,97646000
16375,1718501,Recursolândia,2004,8544000,258000,8285000,1603000,398000,1176000,5108000
16376,2100154,Água Doce do Maranhão,2004,14045000,206000,13839000,3043000,525000,3665000,6606000
16377,2104073,Feira Nova do Maranhão,2004,16418000,208000,16210000,7328000,348000,2264000,6271000
16378,2107357,Nova Olinda do Maranhão,2004,32754000,694000,32059000,12072000,926000,6517000,12545000
16379,2108405,Peri Mirim,2004,20995000,377000,20618000,4779000,728000,4189000,10921000
16380,2110500,São Bento,2004,54206000,1969000,52237000,7168000,1968000,20156000,22944000
16381,2202000,Buriti dos Lopes,2004,42473000,1540000,40933000,13016000,1255000,9724000,16938000
16382,2202117,Campo Alegre do Fidalgo,2004,6437000,210000,6227000,848000,121000,979000,4279000
16383,2203271,Curral Novo do Piauí,2004,6505000,120000,6386000,1399000,123000,826000,4038000
16384,2205102,Itaueira,2004,24234000,989000,23245000,6591000,641000,6013000,10000000
16385,2206209,Miguel Alves,2004,50401000,1536000,48866000,11010000,2648000,8994000,26214000
16386,2210359,São Lourenço do Piauí,2004,6723000,138000,6585000,945000,124000,995000,4520000
16387,2210409,São Miguel do Tapuio,2004,30497000,1031000,29466000,5482000,602000,5765000,17617000
16388,2303006,Caridade,2004,35122000,1764000,33358000,3971000,5672000,8724000,14991000
16389,2304004,Coreaú,2004,35553000,1736000,33817000,4945000,1347000,9365000,18161000
16390,2306603,Itatira,2004,42434000,743000,41691000,17543000,1588000,6770000,15790000
16391,2307007,Jaguaruana,2004,126996000,17068000,109928000,24211000,33253000,24643000,27821000
16392,2307254,Jijoca de Jericoacoara,2004,32565000,1756000,30809000,3312000,1519000,12583000,13395000
16393,2307908,Martinópole,2004,14865000,507000,14357000,1339000,842000,3342000,8835000
16394,2308302,Milagres,2004,55186000,2649000,52538000,9563000,3256000,15185000,24534000
16395,2312809,Senador Sá,2004,15593000,1998000,13594000,2953000,427000,2936000,7278000
16396,2313559,Tururu,2004,21272000,743000,20529000,3109000,728000,4939000,11753000
16397,2400208,Açu,2004,215069000,9407000,205662000,10187000,66252000,66780000,62443000
16398,2402402,Carnaúba dos Dantas,2004,20067000,1549000,18518000,1009000,3118000,4633000,9759000
16399,2404606,Ielmo Marinho,2004,27790000,1045000,26746000,5430000,1607000,4396000,15313000
16400,2405108,Jandaíra,2004,16029000,547000,15482000,2110000,824000,2898000,9650000
16401,2502201,Bom Jesus,2004,6242000,168000,6074000,598000,334000,1312000,3831000
16402,2509370,Mato Grosso,2004,6644000,153000,6491000,738000,282000,1186000,4285000
16403,2513653,Joca Claudino,2004,6190000,126000,6064000,363000,239000,1101000,4361000
16404,2602308,Bonito,2004,111488000,4546000,106942000,29665000,5595000,27212000,44470000
16405,2611533,Quixaba,2004,15214000,410000,14803000,3076000,277000,3127000,8324000
16406,2612307,Saloá,2004,31887000,891000,30996000,6894000,764000,6188000,17150000
16407,2615102,Terezinha,2004,14559000,495000,14064000,3428000,289000,2591000,7756000
16408,2702801,Flexeiras,2004,36771000,575000,36196000,17422000,624000,4746000,13404000
16409,2704807,Maribondo,2004,29110000,1140000,27970000,2696000,699000,9173000,15401000
16410,2708709,São Miguel dos Milagres,2004,22167000,405000,21762000,9970000,511000,4211000,7069000
16411,2800704,Brejo Grande,2004,36785000,1126000,35659000,12118000,7183000,5883000,10475000
16412,2806404,Santana do São Francisco,2004,19175000,627000,18548000,4577000,989000,3682000,9300000
16413,2903300,Barro Preto,2004,14302000,602000,13700000,2389000,504000,3311000,7496000
16414,2907400,Catolândia,2004,18216000,3321000,14894000,2345000,514000,8474000,3562000
16415,2911709,Guanambi,2004,265600000,32359000,233241000,13661000,25167000,136790000,57623000
16416,2921005,Mata de São João,2004,316693000,30354000,286339000,15567000,85746000,149409000,35616000
16417,2922052,Mulungu do Morro,2004,24296000,864000,23432000,6018000,736000,4177000,12500000
16418,2923100,Olindina,2004,48501000,3520000,44981000,6878000,1532000,14845000,21725000
16419,2923308,Ouriçangas,2004,18033000,850000,17183000,4021000,2089000,3520000,7553000
16420,2926608,Ribeira do Pombal,2004,127055000,10186000,116869000,11043000,17208000,47762000,40856000
16421,2929404,São Miguel das Matas,2004,35713000,1547000,34166000,16443000,1226000,7278000,9219000
16422,2933505,Wenceslau Guimarães,2004,103678000,7903000,95775000,52882000,3418000,15438000,24038000
16423,3101409,Albertina,2004,22240000,3563000,18677000,2998000,1253000,9464000,4961000
16424,3101805,Alpercata,2004,25427000,1838000,23589000,2757000,5816000,7074000,7942000
16425,3102803,Andrelândia,2004,59998000,3838000,56159000,18042000,3748000,20990000,13379000
16426,3106002,Bela Vista de Minas,2004,36605000,2704000,33901000,788000,6764000,14795000,11553000
16427,3107604,Bom Jesus da Penha,2004,32270000,1187000,31083000,16981000,2036000,7288000,4778000
16428,3115359,Catas Altas,2004,30057000,1337000,28719000,7833000,7612000,7137000,6137000
16429,3117306,Conceição das Alagoas,2004,245527000,21145000,224382000,71690000,44997000,83224000,24471000
16430,3122207,Divinolândia de Minas,2004,21564000,957000,20607000,7024000,418000,5385000,7780000
16431,3129657,Ibiracatu,2004,12196000,293000,11903000,1457000,257000,2394000,7795000
16432,3134202,Ituiutaba,2004,818475000,87568000,730907000,64506000,168614000,387694000,110093000
16433,3136959,Juvenília,2004,14623000,458000,14165000,4173000,379000,3086000,6526000
16434,3140001,Mariana,2004,812910000,86375000,726535000,4154000,389653000,264753000,67975000
16435,3141009,Mato Verde,2004,35134000,2315000,32819000,3953000,1030000,14657000,13179000
16436,3143401,Monte Sião,2004,148366000,18978000,129387000,11160000,23488000,72413000,22327000
16437,3146404,Paineiras,2004,22059000,1290000,20769000,6832000,991000,6715000,6231000
16438,3150703,Pirajuba,2004,63860000,6109000,57751000,21029000,13328000,18824000,4570000
16439,3154408,Ressaquinha,2004,42333000,3755000,38577000,5107000,17055000,9927000,6489000
16440,3157609,Santa Fé de Minas,2004,11833000,303000,11530000,4366000,372000,2042000,4750000
16441,3203346,Marechal Floriano,2004,89480000,12365000,77115000,9915000,7052000,37737000,22411000
16442,3300506,Bom Jardim,2004,176174000,9866000,166307000,23079000,24509000,55883000,62836000
16443,3303203,Nilópolis,2004,880150000,53045000,827105000,0,86260000,414344000,326501000
16444,3515400,Fartura,2004,101870000,4089000,97782000,26534000,10408000,42761000,18078000
16445,3516200,Franca,2004,2715053000,307401000,2407651000,26861000,758667000,1257652000,364471000
16446,3516507,Gabriel Monteiro,2004,19066000,787000,18279000,5594000,2638000,5662000,4384000
16447,3517901,Guaraci,2004,88839000,6907000,81932000,25198000,16602000,27385000,12747000
16448,3525805,Júlio Mesquita,2004,16205000,663000,15542000,2293000,624000,6918000,5707000
16449,3526704,Leme,2004,680462000,80838000,599624000,49534000,130421000,315880000,103789000
16450,3532108,Murutinga do Sul,2004,26189000,961000,25228000,7823000,3156000,8419000,5830000
16451,3532306,Natividade da Serra,2004,21682000,792000,20890000,4204000,1106000,6617000,8964000
16452,3542503,Reginópolis,2004,43128000,2086000,41042000,13610000,9522000,11034000,6876000
16453,3547650,Santa Salete,2004,9964000,180000,9784000,4508000,491000,1865000,2920000
16454,4101853,Ariranha do Ivaí,2004,21089000,731000,20358000,12014000,757000,3726000,3861000
16455,4105805,Colombo,2004,1157020000,123721000,1033299000,17285000,331308000,455320000,229386000
16456,4108601,Goioerê,2004,251933000,21436000,230497000,45580000,42037000,111067000,31813000
16457,4111902,Jaguapitã,2004,127254000,11389000,115865000,32400000,31264000,38209000,13992000
16458,4113601,Lobato,2004,67121000,4669000,62452000,17088000,22206000,16816000,6342000
16459,4117222,Nova Santa Rosa,2004,79482000,5958000,73523000,30232000,8307000,25164000,9820000
16460,4202008,Balneário Camboriú,2004,1049271000,124898000,924373000,1545000,148600000,636542000,137686000
16461,4204558,Correia Pinto,2004,222259000,14244000,208015000,21248000,119806000,41141000,25820000
16462,4209177,Jupiá,2004,17019000,1006000,16012000,7450000,765000,3938000,3859000
16463,4209607,Lauro Muller,2004,118667000,6655000,112012000,13136000,45259000,37859000,15758000
16464,4217253,São Pedro de Alcântara,2004,19044000,1389000,17655000,5782000,1292000,4980000,5601000
16465,4304200,Candelária,2004,232594000,15934000,216660000,86213000,15056000,80487000,34904000
16466,4304358,Candiota,2004,313504000,8077000,305427000,11780000,249795000,27124000,16728000
16467,4310850,Jaboticaba,2004,26300000,1142000,25158000,11760000,1051000,6817000,5530000
16468,4311775,Maquiné,2004,27248000,1660000,25587000,7321000,2146000,7995000,8126000
16469,4312807,Nova Araçá,2004,52521000,4798000,47722000,14698000,19131000,9233000,4661000
16470,4314076,Passo do Sobrado,2004,60080000,8855000,51225000,28197000,3528000,11631000,7869000
16471,4315057,Porto Mauá,2004,16124000,903000,15222000,5934000,512000,4482000,4294000
16472,4315107,Porto Xavier,2004,57042000,5586000,51456000,8134000,3315000,27628000,12379000
16473,4315149,Presidente Lucena,2004,16125000,1546000,14579000,4073000,2687000,4530000,3290000
16474,4318200,São Francisco de Paula,2004,222599000,9908000,212691000,119455000,25302000,43791000,24143000
16475,4319703,São Valentim,2004,32961000,2391000,30570000,12494000,2969000,10074000,5033000
16476,4319901,Sapiranga,2004,716769000,96112000,620657000,3325000,283258000,245233000,88841000
16477,4320305,Selbach,2004,76984000,10052000,66932000,21455000,5116000,34155000,6206000
16478,5006358,Paranhos,2004,47810000,3200000,44610000,17227000,1601000,7621000,18161000
16479,5101001,Araguaiana,2004,24748000,1517000,23231000,14236000,458000,2983000,5556000
16480,5106372,Pedra Preta,2004,341415000,21201000,320214000,220953000,27459000,47964000,23838000
16481,5107297,São José do Povo,2004,12978000,915000,12063000,4800000,384000,1903000,4976000
16482,5210802,Itajá,2004,44015000,2862000,41153000,15195000,2133000,13341000,10483000
16483,5217302,Pirenópolis,2004,96583000,6048000,90535000,24479000,6933000,34968000,24155000
16484,1100056,Cerejeiras,2004,121366000,16082000,105284000,18485000,9375000,46005000,31419000
16485,1100601,Cacaulândia,2004,40031000,2305000,37726000,21454000,1343000,4660000,10269000
16486,1200203,Cruzeiro do Sul,2004,324891000,20349000,304542000,19719000,27301000,105318000,152204000
16487,1200393,Porto Walter,2004,17920000,195000,17724000,4575000,1042000,1508000,10599000
16488,1200500,Sena Madureira,2004,126488000,2984000,123504000,33710000,6666000,21463000,61665000
16489,1302108,Japurá,2004,19342000,366000,18976000,1411000,377000,1427000,15761000
16490,1302900,Maués,2004,94317000,3922000,90394000,8224000,5513000,19561000,57097000
16491,1400159,Bonfim,2004,59326000,1068000,58258000,13573000,1248000,5014000,38422000
16492,1500347,Água Azul do Norte,2004,90937000,2077000,88860000,52708000,5125000,7462000,23564000
16493,1502103,Cametá,2004,221070000,5604000,215466000,65591000,9826000,44681000,95368000
16494,1505635,Piçarra,2004,67594000,1557000,66037000,41396000,4489000,7615000,12538000
16495,1507953,Tailândia,2004,233835000,27863000,205972000,18717000,73473000,68007000,45775000
16496,1600055,Serra do Navio,2004,21269000,1384000,19885000,562000,2343000,4511000,12470000
16497,1707009,Dianópolis,2004,92372000,6733000,85640000,26248000,11894000,27703000,19795000
16498,1714203,Natividade,2004,32547000,3140000,29407000,3553000,3928000,10790000,11137000
16499,2103174,Centro Novo do Maranhão,2004,29310000,681000,28629000,8896000,3248000,4121000,12364000
16500,2104628,Governador Luiz Rocha,2004,13341000,215000,13125000,4569000,594000,2720000,5243000
16501,2106201,Luís Domingues,2004,8949000,153000,8796000,2338000,262000,1660000,4537000
16502,2106672,Milagres do Maranhão,2004,18262000,243000,18019000,8560000,510000,2448000,6502000
16503,2108207,Pedreiras,2004,138295000,10051000,128245000,14438000,10190000,75332000,28284000
16504,2109452,Raposa,2004,42694000,1920000,40774000,7129000,6585000,11839000,15222000
16505,2202703,Cocal,2004,40396000,1865000,38531000,7229000,886000,9228000,21188000
16506,2203230,Currais,2004,22815000,194000,22621000,14590000,802000,3353000,3876000
16507,2203750,Fartura do Piauí,2004,6655000,134000,6521000,1150000,111000,887000,4373000
16508,2204600,Hugo Napoleão,2004,7943000,232000,7711000,1506000,213000,1771000,4222000
16509,2209377,Santa Rosa do Piauí,2004,8513000,306000,8207000,1151000,178000,1812000,5067000
16510,2210623,Sebastião Barros,2004,8886000,104000,8781000,3114000,141000,933000,4594000
16511,2303303,Cariús,2004,34809000,1155000,33654000,8134000,1444000,7243000,16833000
16512,2305332,Ibicuitinga,2004,18707000,710000,17997000,3775000,586000,3994000,9643000
16513,2309300,Nova Russas,2004,65249000,4695000,60554000,5662000,3063000,24557000,27271000
16514,2500775,Aparecida,2004,16771000,452000,16320000,3610000,619000,2904000,9186000
16515,2501302,Aroeiras,2004,38315000,1537000,36778000,3728000,1329000,8781000,22939000
16516,2503605,Caiçara,2004,18426000,642000,17784000,2671000,876000,4552000,9684000
16517,2513406,Santa Luzia,2004,42553000,2247000,40307000,1539000,5995000,14305000,18468000
16518,2516102,Soledade,2004,38446000,2470000,35976000,3087000,4784000,12129000,15976000
16519,2516201,Sousa,2004,258013000,23688000,234326000,28216000,23508000,104218000,78384000
16520,2603454,Camaragibe,2004,354934000,29608000,325326000,6631000,29901000,146454000,142339000
16521,2603603,Camutanga,2004,68267000,4906000,63361000,6122000,29923000,15929000,11387000
16522,2608206,Joaquim Nabuco,2004,61786000,12642000,49143000,5679000,12970000,10346000,20148000
